Date,Currency,Mean,Buy,Sell
09/07/2010,NOR KRONER,12.7995,12.7803,12.8188
09/07/2010,DAN KRONER,13.8756,13.8556,13.8956
09/07/2010,IND RUPEE,1.7419,1.7396,1.7442
09/07/2010,HONGKONG $,10.4629,10.4506,10.4752
09/07/2010,SINGAPORE $,59.0756,58.9844,59.1668
09/07/2010,SAUDI RIYAL,21.7176,21.693,21.7423
09/07/2010,CHINESE YUAN,12.0248,12.0109,12.0387
09/07/2010,AUSTRALIAN $,71.458,71.3666,71.5494
12/07/2010,US DOLLAR,81.5097,81.4167,81.6028
12/07/2010,STG POUND,122.149,122.003,122.295
12/07/2010,EURO,102.578,102.452,102.703
12/07/2010,SA RAND,10.7464,10.7278,10.765
12/07/2010,KES/USHS,27.7882,27.6951,27.8813
12/07/2010,KES/TSHS,18.4887,18.4062,18.5711
12/07/2010,AE DIRHAM,22.1919,22.1657,22.2181
12/07/2010,CAN $,78.8981,78.7967,78.9995
12/07/2010,S FRANC,77.0514,76.9506,77.1522
12/07/2010,JPY(100),91.6722,91.5686,91.7758
12/07/2010,SW KRONER,10.8174,10.8032,10.8315
12/07/2010,NOR KRONER,12.7561,12.7328,12.7794
12/07/2010,DAN KRONER,13.7562,13.7382,13.7743
12/07/2010,IND RUPEE,1.7447,1.7423,1.7471
12/07/2010,HONGKONG $,10.4838,10.4716,10.4959
12/07/2010,SINGAPORE $,58.8986,58.8058,58.9914
12/07/2010,SAUDI RIYAL,21.7339,21.7082,21.7596
12/07/2010,CHINESE YUAN,12.0336,12.019,12.0483
12/07/2010,AUSTRALIAN $,71.0276,70.9383,71.1168
13/07/2010,US DOLLAR,81.8106,81.7189,81.9022
13/07/2010,STG POUND,122.634,122.484,122.785
13/07/2010,EURO,102.8,102.676,102.924
13/07/2010,SA RAND,10.7062,10.6653,10.7472
13/07/2010,KES/USHS,27.8205,27.7282,27.9128
13/07/2010,KES/TSHS,18.3657,18.3145,18.4168
13/07/2010,AE DIRHAM,22.2735,22.2479,22.2991
13/07/2010,CAN $,78.8519,78.7565,78.9473
13/07/2010,S FRANC,76.9587,76.8534,77.0639
13/07/2010,JPY(100),92.3262,92.1751,92.4773
13/07/2010,SW KRONER,10.9045,10.8868,10.9222
13/07/2010,NOR KRONER,12.8491,12.829,12.8692
13/07/2010,DAN KRONER,13.7735,13.75,13.7971
13/07/2010,IND RUPEE,1.7448,1.7423,1.7472
13/07/2010,HONGKONG $,10.5215,10.509,10.5339
13/07/2010,SINGAPORE $,58.9881,58.905,59.0712
13/07/2010,SAUDI RIYAL,21.8138,21.7888,21.8389
13/07/2010,CHINESE YUAN,12.0691,12.0551,12.0832
13/07/2010,AUSTRALIAN $,71.0688,70.981,71.1567
14/07/2010,US DOLLAR,81.6839,81.5944,81.7733
14/07/2010,STG POUND,124.229,124.08,124.379
14/07/2010,EURO,103.836,103.709,103.963
14/07/2010,SA RAND,10.825,10.8094,10.8406
14/07/2010,KES/USHS,27.8024,27.6985,27.9063
14/07/2010,KES/TSHS,18.3636,18.2822,18.4449
14/07/2010,AE DIRHAM,22.239,22.2141,22.264
14/07/2010,CAN $,79.2405,79.1387,79.3422
14/07/2010,S FRANC,77.2135,77.1123,77.3147
14/07/2010,JPY(100),91.808,91.6995,91.9166
14/07/2010,SW KRONER,11.0325,11.0152,11.0499
14/07/2010,NOR KRONER,13.0736,13.0564,13.0908
14/07/2010,DAN KRONER,13.9278,13.909,13.9466
14/07/2010,IND RUPEE,1.7507,1.7486,1.7528
14/07/2010,HONGKONG $,10.5092,10.4976,10.5209
14/07/2010,SINGAPORE $,59.359,59.2724,59.4456
14/07/2010,SAUDI RIYAL,21.7795,21.755,21.8039
14/07/2010,CHINESE YUAN,12.0609,12.0472,12.0747
14/07/2010,AUSTRALIAN $,72.0207,71.9337,72.1077
15/07/2010,US DOLLAR,81.6033,81.5172,81.6894
15/07/2010,STG POUND,124.559,124.399,124.72
15/07/2010,EURO,103.89,103.757,104.023
15/07/2010,SA RAND,10.7931,10.7586,10.8276
15/07/2010,KES/USHS,27.6338,27.5433,27.7242
15/07/2010,KES/TSHS,18.1979,18.1174,18.2784
15/07/2010,AE DIRHAM,22.2171,22.193,22.2411
15/07/2010,CAN $,78.7398,78.6383,78.8413
15/07/2010,S FRANC,77.5312,77.4146,77.6478
15/07/2010,JPY(100),92.6018,92.4937,92.71
15/07/2010,SW KRONER,11.0511,11.0347,11.0676
15/07/2010,NOR KRONER,13.0901,13.07,13.1102
15/07/2010,DAN KRONER,13.9324,13.9155,13.9492
15/07/2010,IND RUPEE,1.7464,1.7441,1.7487
15/07/2010,HONGKONG $,10.4998,10.488,10.5116
15/07/2010,SINGAPORE $,59.3091,59.225,59.3932
15/07/2010,SAUDI RIYAL,21.7583,21.7345,21.7821
15/07/2010,CHINESE YUAN,12.0439,12.0306,12.0571
15/07/2010,AUSTRALIAN $,71.5539,71.4743,71.6335
16/07/2010,HONGKONG $,10.4755,10.4637,10.4873
16/07/2010,SINGAPORE $,59.1972,59.1078,59.2866
16/07/2010,SAUDI RIYAL,21.7135,21.6893,21.7377
16/07/2010,CHINESE YUAN,12.0192,12.0054,12.033
16/07/2010,AUSTRALIAN $,71.4533,71.3684,71.5382
16/07/2010,US DOLLAR,81.4375,81.35,81.525
16/07/2010,STG POUND,125.503,125.347,125.658
16/07/2010,EURO,105.11,104.989,105.232
16/07/2010,SA RAND,10.7564,10.7321,10.7808
16/07/2010,KES/USHS,27.6287,27.4762,27.7812
16/07/2010,KES/TSHS,18.3209,18.2398,18.402
16/07/2010,AE DIRHAM,22.1722,22.1475,22.197
16/07/2010,CAN $,78.2149,78.1128,78.317
16/07/2010,S FRANC,78.0726,77.9624,78.1828
16/07/2010,JPY(100),93.4623,93.2793,93.6453
16/07/2010,SW KRONER,11.1372,11.1126,11.1617
16/07/2010,NOR KRONER,13.1466,13.119,13.1742
16/07/2010,DAN KRONER,14.1178,14.1005,14.135
16/07/2010,IND RUPEE,1.741,1.739,1.743
19/07/2010,US DOLLAR,81.5417,81.4528,81.6306
19/07/2010,STG POUND,124.78,124.624,124.936
19/07/2010,EURO,105.174,105.047,105.301
19/07/2010,SA RAND,10.7149,10.6881,10.7418
19/07/2010,KES/USHS,27.6669,27.5755,27.7584
19/07/2010,KES/TSHS,18.3588,18.2775,18.4401
19/07/2010,AE DIRHAM,22.2006,22.1755,22.2257
19/07/2010,CAN $,77.3693,77.2644,77.4741
19/07/2010,S FRANC,77.7433,77.6359,77.8506
19/07/2010,JPY(100),94.0799,93.9623,94.1974
19/07/2010,SW KRONER,11.0282,11.0047,11.0517
19/07/2010,NOR KRONER,12.926,12.8989,12.9531
19/07/2010,DAN KRONER,14.1005,14.0844,14.1166
19/07/2010,IND RUPEE,1.7337,1.7315,1.7359
19/07/2010,HONGKONG $,10.4865,10.4748,10.4983
19/07/2010,SINGAPORE $,59.0604,58.9725,59.1483
19/07/2010,SAUDI RIYAL,21.7418,21.7173,21.7664
19/07/2010,CHINESE YUAN,12.0303,12.0163,12.0444
19/07/2010,AUSTRALIAN $,70.8149,70.7255,70.9043
20/07/2010,US DOLLAR,81.5861,81.4972,81.675
20/07/2010,STG POUND,124.797,124.642,124.951
20/07/2010,EURO,106.103,105.976,106.23
20/07/2010,SA RAND,10.6965,10.6754,10.7177
20/07/2010,KES/USHS,27.6396,27.5482,27.731
20/07/2010,KES/TSHS,18.3243,18.243,18.4055
20/07/2010,AE DIRHAM,22.2124,22.1876,22.2372
20/07/2010,CAN $,77.6833,77.5791,77.7876
20/07/2010,S FRANC,77.6466,77.5422,77.7509
20/07/2010,JPY(100),93.8224,93.7129,93.9319
20/07/2010,SW KRONER,11.1599,11.1422,11.1775
20/07/2010,NOR KRONER,13.0202,13.0029,13.0374
20/07/2010,DAN KRONER,14.2464,14.2284,14.2644
20/07/2010,IND RUPEE,1.7315,1.7294,1.7336
20/07/2010,HONGKONG $,10.4927,10.481,10.5044
20/07/2010,SINGAPORE $,59.4738,59.383,59.5646
20/07/2010,SAUDI RIYAL,21.7537,21.7291,21.7783
20/07/2010,CHINESE YUAN,12.0386,12.0249,12.0523
20/07/2010,AUSTRALIAN $,71.7836,71.6931,71.874
21/07/2010,US DOLLAR,81.8403,81.7533,81.9272
21/07/2010,STG POUND,125.277,125.122,125.432
21/07/2010,EURO,105.543,105.422,105.665
21/07/2010,SA RAND,10.8114,10.7929,10.8299
21/07/2010,KES/USHS,27.6271,27.5366,27.7175
21/07/2010,KES/TSHS,18.2857,18.2235,18.3479
21/07/2010,AE DIRHAM,22.2825,22.2579,22.3071
21/07/2010,CAN $,78.6765,78.5733,78.7796
21/07/2010,S FRANC,77.8008,77.6927,77.9088
21/07/2010,JPY(100),93.9197,93.8057,94.0337
21/07/2010,SW KRONER,11.1521,11.1357,11.1685
21/07/2010,NOR KRONER,13.1151,13.0961,13.1341
21/07/2010,DAN KRONER,14.172,14.1547,14.1892
21/07/2010,IND RUPEE,1.7327,1.7306,1.7348
21/07/2010,HONGKONG $,10.5219,10.51,10.5337
21/07/2010,SINGAPORE $,59.6547,59.5653,59.7442
21/07/2010,SAUDI RIYAL,21.8223,21.798,21.8467
21/07/2010,CHINESE YUAN,12.0756,12.0623,12.0888
21/07/2010,AUSTRALIAN $,72.3468,72.2618,72.4319
22/07/2010,US DOLLAR,81.8153,81.7167,81.9139
22/07/2010,STG POUND,124.135,123.972,124.299
22/07/2010,EURO,104.453,104.316,104.591
22/07/2010,SA RAND,10.8208,10.7882,10.8534
22/07/2010,KES/USHS,27.5867,27.4923,27.681
22/07/2010,KES/TSHS,18.3341,18.2509,18.4173
22/07/2010,AE DIRHAM,22.2757,22.2479,22.3035
22/07/2010,CAN $,78.0665,77.9543,78.1786
22/07/2010,S FRANC,78.0276,77.9179,78.1374
22/07/2010,JPY(100),94.6146,94.4664,94.7627
22/07/2010,SW KRONER,11.062,11.0436,11.0803
22/07/2010,NOR KRONER,13.0463,13.0246,13.0681
22/07/2010,DAN KRONER,14.0138,13.9947,14.0328
22/07/2010,IND RUPEE,1.73,1.728,1.732
22/07/2010,HONGKONG $,10.5208,10.5076,10.5341
22/07/2010,SINGAPORE $,59.4977,59.4001,59.5954
22/07/2010,SAUDI RIYAL,21.8145,21.7876,21.8414
22/07/2010,CHINESE YUAN,12.0688,12.0537,12.0838
22/07/2010,AUSTRALIAN $,71.7561,71.6492,71.8631
23/07/2010,US DOLLAR,81.5783,81.4889,81.6678
23/07/2010,STG POUND,124.684,124.531,124.836
23/07/2010,EURO,105.103,104.974,105.232
23/07/2010,SA RAND,10.9613,10.9365,10.9861
23/07/2010,KES/USHS,27.6668,27.5751,27.7584
23/07/2010,KES/TSHS,18.4241,18.3426,18.5056
23/07/2010,AE DIRHAM,22.2109,22.1799,22.2419
23/07/2010,CAN $,78.5423,78.4361,78.6484
23/07/2010,S FRANC,78.131,78.0272,78.2348
23/07/2010,JPY(100),93.81,93.6731,93.9468
23/07/2010,SW KRONER,11.1654,11.1471,11.1837
23/07/2010,NOR KRONER,13.1926,13.1708,13.2144
23/07/2010,DAN KRONER,14.0966,14.0789,14.1142
23/07/2010,IND RUPEE,1.7352,1.7328,1.7376
23/07/2010,HONGKONG $,10.4942,10.4822,10.5061
23/07/2010,SINGAPORE $,59.4118,59.3207,59.5029
23/07/2010,SAUDI RIYAL,21.7516,21.724,21.7792
23/07/2010,CHINESE YUAN,12.0352,12.0217,12.0488
23/07/2010,AUSTRALIAN $,72.7965,72.6962,72.8967
26/07/2010,US DOLLAR,81.4014,81.3139,81.4889
26/07/2010,STG POUND,125.821,125.674,125.968
26/07/2010,EURO,105.249,105.128,105.37
26/07/2010,SA RAND,10.9427,10.9094,10.976
26/07/2010,KES/USHS,27.6409,27.5498,27.732
26/07/2010,KES/TSHS,18.3659,18.2847,18.447
26/07/2010,AE DIRHAM,22.163,22.1383,22.1877
26/07/2010,CAN $,78.5985,78.5018,78.6951
26/07/2010,S FRANC,77.4097,77.3094,77.51
26/07/2010,JPY(100),93.0993,92.9884,93.2102
26/07/2010,SW KRONER,11.1597,11.1429,11.1765
26/07/2010,NOR KRONER,13.1791,13.1566,13.2016
26/07/2010,DAN KRONER,14.1274,14.1077,14.1471
26/07/2010,IND RUPEE,1.7375,1.7357,1.7394
26/07/2010,HONGKONG $,10.4801,10.4685,10.4917
26/07/2010,SINGAPORE $,59.6675,59.5793,59.7557
26/07/2010,SAUDI RIYAL,21.7044,21.6802,21.7286
26/07/2010,CHINESE YUAN,12.0066,11.9932,12.0201
26/07/2010,AUSTRALIAN $,72.9886,72.8898,73.0874
27/07/2010,US DOLLAR,81.1506,81.07,81.2311
27/07/2010,STG POUND,125.918,125.779,126.057
27/07/2010,EURO,105.58,105.461,105.7
27/07/2010,SA RAND,11.0475,11.0301,11.0649
27/07/2010,KES/USHS,27.6216,27.5141,27.7291
27/07/2010,KES/TSHS,18.5459,18.4658,18.6259
27/07/2010,AE DIRHAM,22.0947,22.0719,22.1176
27/07/2010,CAN $,78.7713,78.6669,78.8758
27/07/2010,S FRANC,77.4215,77.3172,77.5257
27/07/2010,JPY(100),93.3134,93.1926,93.4343
27/07/2010,SW KRONER,11.1524,11.137,11.1679
27/07/2010,NOR KRONER,13.2012,13.1838,13.2185
27/07/2010,DAN KRONER,14.1568,14.1424,14.1713
27/07/2010,IND RUPEE,1.7346,1.7326,1.7366
27/07/2010,HONGKONG $,10.4448,10.4337,10.4558
27/07/2010,SINGAPORE $,59.5776,59.4922,59.663
27/07/2010,SAUDI RIYAL,21.6384,21.6164,21.6605
27/07/2010,CHINESE YUAN,11.9709,11.9585,11.9833
27/07/2010,AUSTRALIAN $,73.2587,73.1657,73.3517
28/07/2010,US DOLLAR,80.6639,80.5472,80.7806
28/07/2010,STG POUND,125.905,125.752,126.058
28/07/2010,EURO,104.971,104.846,105.096
28/07/2010,SA RAND,10.9873,10.9574,11.0173
28/07/2010,KES/USHS,27.7573,27.6552,27.8594
28/07/2010,KES/TSHS,18.7507,18.6926,18.8088
28/07/2010,AE DIRHAM,21.9622,21.9296,21.9949
28/07/2010,CAN $,78.2136,78.114,78.3131
28/07/2010,S FRANC,76.1497,76.0472,76.2522
28/07/2010,JPY(100),91.7212,91.6252,91.8173
28/07/2010,SW KRONER,11.0774,11.0598,11.095
28/07/2010,NOR KRONER,13.102,13.077,13.1271
28/07/2010,DAN KRONER,14.1006,14.078,14.1232
28/07/2010,IND RUPEE,1.7304,1.7284,1.7325
28/07/2010,HONGKONG $,10.3857,10.3703,10.401
28/07/2010,SINGAPORE $,59.1899,59.0825,59.2972
28/07/2010,SAUDI RIYAL,21.5089,21.477,21.5409
28/07/2010,CHINESE YUAN,11.8984,11.881,11.9158
28/07/2010,AUSTRALIAN $,72.3192,72.1945,72.444
29/07/2010,US DOLLAR,80.6806,80.5972,80.7639
29/07/2010,STG POUND,126.011,125.868,126.154
29/07/2010,EURO,105.06,104.939,105.181
29/07/2010,SA RAND,10.9727,10.9426,11.0029
29/07/2010,KES/USHS,27.7515,27.6609,27.8422
29/07/2010,KES/TSHS,18.7902,18.7212,18.8592
29/07/2010,AE DIRHAM,21.9659,21.9426,21.9891
29/07/2010,CAN $,78.0069,77.9112,78.1025
29/07/2010,S FRANC,76.5303,76.433,76.6276
29/07/2010,JPY(100),92.4337,92.3169,92.5505
29/07/2010,SW KRONER,11.0714,11.0528,11.0899
29/07/2010,NOR KRONER,13.1396,13.1198,13.1593
29/07/2010,DAN KRONER,14.1119,14.0887,14.1351
29/07/2010,IND RUPEE,1.73,1.7282,1.7319
29/07/2010,HONGKONG $,10.3869,10.3757,10.3982
29/07/2010,SINGAPORE $,59.1002,59.0153,59.185
29/07/2010,SAUDI RIYAL,21.5142,21.4915,21.537
29/07/2010,CHINESE YUAN,11.9064,11.8936,11.9191
29/07/2010,AUSTRALIAN $,72.5036,72.4085,72.5987
30/07/2010,US DOLLAR,80.2297,80.1367,80.3228
30/07/2010,STG POUND,125.303,125.141,125.466
30/07/2010,EURO,104.878,104.742,105.014
30/07/2010,SA RAND,10.8851,10.857,10.9133
30/07/2010,KES/USHS,27.8327,27.7381,27.9273
30/07/2010,KES/TSHS,18.9145,18.8614,18.9676
30/07/2010,AE DIRHAM,21.8437,21.8178,21.8696
30/07/2010,CAN $,77.4942,77.3858,77.6026
30/07/2010,S FRANC,77.0119,76.9043,77.1195
30/07/2010,JPY(100),92.8225,92.7076,92.9373
30/07/2010,SW KRONER,11.0911,11.0736,11.1087
30/07/2010,NOR KRONER,13.1641,13.1393,13.189
30/07/2010,DAN KRONER,14.0771,14.0583,14.0959
30/07/2010,IND RUPEE,1.7264,1.7241,1.7288
30/07/2010,HONGKONG $,10.3293,10.3167,10.3419
30/07/2010,SINGAPORE $,58.9102,58.8202,59.0001
30/07/2010,SAUDI RIYAL,21.3929,21.3675,21.4183
30/07/2010,CHINESE YUAN,11.8454,11.8314,11.8593
30/07/2010,AUSTRALIAN $,72.2389,72.147,72.3307
02/08/2010,US DOLLAR,80.2667,80.1683,80.365
02/08/2010,STG POUND,126.282,126.112,126.452
02/08/2010,EURO,104.959,104.815,105.103
02/08/2010,SA RAND,11.0328,11.0136,11.0521
02/08/2010,KES/USHS,27.8199,27.7235,27.9163
02/08/2010,KES/TSHS,18.9058,18.8515,18.9601
02/08/2010,AE DIRHAM,21.8538,21.8264,21.8811
02/08/2010,CAN $,78.2238,78.1166,78.331
02/08/2010,S FRANC,77.1615,77.048,77.2751
02/08/2010,JPY(100),92.6938,92.5792,92.8085
02/08/2010,SW KRONER,11.165,11.1476,11.1824
02/08/2010,NOR KRONER,13.2605,13.2401,13.2809
02/08/2010,DAN KRONER,14.0836,14.0639,14.1033
02/08/2010,IND RUPEE,1.7367,1.7345,1.7389
02/08/2010,HONGKONG $,10.3341,10.3207,10.3474
02/08/2010,SINGAPORE $,58.9373,58.8435,59.0311
02/08/2010,SAUDI RIYAL,21.4027,21.3759,21.4295
02/08/2010,CHINESE YUAN,11.8508,11.8361,11.8655
02/08/2010,AUSTRALIAN $,72.2721,72.1756,72.3687
03/08/2010,US DOLLAR,80.1458,80.0611,80.2306
03/08/2010,STG POUND,127.272,127.122,127.423
03/08/2010,EURO,105.418,105.296,105.541
03/08/2010,SA RAND,10.945,10.9276,10.9624
03/08/2010,KES/USHS,27.6123,27.5207,27.7038
03/08/2010,KES/TSHS,18.9655,18.8831,19.048
03/08/2010,AE DIRHAM,21.8203,21.7966,21.8439
03/08/2010,CAN $,78.2471,78.1463,78.3478
03/08/2010,S FRANC,77.068,76.9659,77.1702
03/08/2010,JPY(100),92.6679,92.5588,92.7771
03/08/2010,SW KRONER,11.2564,11.2396,11.2732
03/08/2010,NOR KRONER,13.3613,13.3418,13.3809
03/08/2010,DAN KRONER,14.1543,14.1388,14.1698
03/08/2010,IND RUPEE,1.7337,1.7316,1.7358
03/08/2010,HONGKONG $,10.3222,10.3106,10.3338
03/08/2010,SINGAPORE $,59.262,59.173,59.3509
03/08/2010,SAUDI RIYAL,21.3714,21.3479,21.3948
03/08/2010,CHINESE YUAN,11.8317,11.8187,11.8448
03/08/2010,AUSTRALIAN $,72.8566,72.7756,72.9376
05/08/2010,US DOLLAR,79.9014,79.8111,79.9917
05/08/2010,STG POUND,126.722,126.566,126.878
05/08/2010,EURO,105.029,104.897,105.161
05/08/2010,SA RAND,10.9566,10.9339,10.9793
05/08/2010,KES/USHS,27.5716,27.4779,27.6653
05/08/2010,KES/TSHS,19.0048,18.9145,19.0951
05/08/2010,AE DIRHAM,21.7534,21.7285,21.7783
05/08/2010,CAN $,78.6767,78.568,78.7854
05/08/2010,S FRANC,75.8905,75.7787,76.0023
05/08/2010,JPY(100),92.7205,92.5807,92.8603
05/08/2010,SW KRONER,11.1513,11.1313,11.1712
05/08/2010,NOR KRONER,13.2861,13.2653,13.3069
05/08/2010,DAN KRONER,14.0813,14.0641,14.0984
05/08/2010,IND RUPEE,1.728,1.7257,1.7303
05/08/2010,HONGKONG $,10.2891,10.2773,10.3009
05/08/2010,SINGAPORE $,59.0376,58.9447,59.1305
05/08/2010,SAUDI RIYAL,21.3068,21.2813,21.3323
05/08/2010,CHINESE YUAN,11.7962,11.782,11.8104
05/08/2010,AUSTRALIAN $,73.0579,72.9633,73.1524
06/08/2010,US DOLLAR,79.6019,79.5117,79.6922
06/08/2010,STG POUND,126.556,126.405,126.708
06/08/2010,EURO,105.025,104.892,105.157
06/08/2010,SA RAND,10.9688,10.9444,10.9932
06/08/2010,KES/USHS,27.6942,27.6062,27.7821
06/08/2010,KES/TSHS,19.1202,19.0608,19.1796
06/08/2010,AE DIRHAM,21.6722,21.647,21.6974
06/08/2010,CAN $,78.3357,78.2317,78.4397
06/08/2010,S FRANC,75.9817,75.8812,76.0823
06/08/2010,JPY(100),92.3949,92.2704,92.5193
06/08/2010,SW KRONER,11.1669,11.1489,11.1849
06/08/2010,NOR KRONER,13.2908,13.2715,13.3101
06/08/2010,DAN KRONER,14.0938,14.0756,14.1121
06/08/2010,IND RUPEE,1.7302,1.7282,1.7323
06/08/2010,HONGKONG $,10.253,10.2412,10.2649
06/08/2010,SINGAPORE $,58.9622,58.8845,59.04
06/08/2010,SAUDI RIYAL,21.2261,21.2014,21.2507
06/08/2010,CHINESE YUAN,11.7606,11.7468,11.7743
06/08/2010,AUSTRALIAN $,72.9751,72.8724,73.0778
09/08/2010,US DOLLAR,79.4403,79.35,79.5306
09/08/2010,STG POUND,126.984,126.827,127.142
09/08/2010,EURO,105.588,105.453,105.723
09/08/2010,SA RAND,10.9685,10.93,11.0069
09/08/2010,KES/USHS,27.7316,27.6372,27.8261
09/08/2010,KES/TSHS,19.1906,19.1373,19.2439
09/08/2010,AE DIRHAM,21.6279,21.603,21.6528
09/08/2010,CAN $,77.4066,77.3014,77.5118
09/08/2010,S FRANC,76.4782,76.372,76.5845
09/08/2010,JPY(100),92.9378,92.8298,93.0458
09/08/2010,SW KRONER,11.2196,11.199,11.2403
09/08/2010,NOR KRONER,13.3265,13.306,13.3469
09/08/2010,DAN KRONER,14.1716,14.1517,14.1915
09/08/2010,IND RUPEE,1.7246,1.722,1.7271
09/08/2010,HONGKONG $,10.2354,10.2234,10.2473
09/08/2010,SINGAPORE $,59.0239,58.9481,59.0998
09/08/2010,SAUDI RIYAL,21.1829,21.1583,21.2076
09/08/2010,CHINESE YUAN,11.7423,11.7288,11.7558
09/08/2010,AUSTRALIAN $,73.0255,72.9227,73.1284
10/08/2010,US DOLLAR,79.6408,79.5478,79.7339
10/08/2010,STG POUND,125.815,125.649,125.981
10/08/2010,EURO,104.764,104.598,104.93
10/08/2010,SA RAND,10.9905,10.9566,11.0244
10/08/2010,KES/USHS,27.6492,27.5542,27.7443
10/08/2010,KES/TSHS,19.1297,19.076,19.1834
10/08/2010,AE DIRHAM,21.6825,21.6569,21.7081
10/08/2010,CAN $,77.2379,77.1209,77.3549
10/08/2010,S FRANC,75.5443,75.4308,75.6577
10/08/2010,JPY(100),92.699,92.5614,92.8367
10/08/2010,SW KRONER,11.1262,11.1055,11.1468
10/08/2010,NOR KRONER,13.2227,13.2029,13.2424
10/08/2010,DAN KRONER,14.0742,14.0531,14.0952
10/08/2010,IND RUPEE,1.72,1.718,1.722
10/08/2010,HONGKONG $,10.2592,10.2469,10.2714
10/08/2010,SINGAPORE $,58.869,58.7806,58.9573
10/08/2010,SAUDI RIYAL,21.2367,21.2105,21.2629
10/08/2010,CHINESE YUAN,11.759,11.7447,11.7734
10/08/2010,AUSTRALIAN $,72.6842,72.5794,72.7891
11/08/2010,US DOLLAR,79.705,79.6133,79.7967
11/08/2010,STG POUND,125.837,125.672,126.002
11/08/2010,EURO,104.223,104.09,104.357
11/08/2010,SA RAND,10.9682,10.9372,10.9992
11/08/2010,KES/USHS,27.6019,27.5074,27.6964
11/08/2010,KES/TSHS,19.1017,19.0672,19.1362
11/08/2010,AE DIRHAM,21.7005,21.6747,21.7264
11/08/2010,CAN $,77.0374,76.9297,77.145
11/08/2010,S FRANC,75.5717,75.4703,75.6731
11/08/2010,JPY(100),93.3566,93.1979,93.5154
11/08/2010,SW KRONER,11.0318,11.0136,11.05
11/08/2010,NOR KRONER,13.11,13.0934,13.1266
11/08/2010,DAN KRONER,13.9735,13.956,13.9911
11/08/2010,IND RUPEE,1.7131,1.7109,1.7153
11/08/2010,HONGKONG $,10.2651,10.2531,10.277
11/08/2010,SINGAPORE $,58.6261,58.5349,58.7172
11/08/2010,SAUDI RIYAL,21.2541,21.2291,21.2791
11/08/2010,CHINESE YUAN,11.7665,11.7528,11.7802
11/08/2010,AUSTRALIAN $,72.0772,71.9864,72.1681
12/08/2010,US DOLLAR,80.0458,79.9528,80.1389
12/08/2010,STG POUND,125.655,125.495,125.815
12/08/2010,EURO,103.271,103.134,103.407
12/08/2010,SA RAND,10.9392,10.9114,10.9669
12/08/2010,KES/USHS,27.7342,27.6395,27.8289
12/08/2010,KES/TSHS,18.958,18.9047,19.0112
12/08/2010,AE DIRHAM,21.7936,21.7677,21.8196
12/08/2010,CAN $,76.4881,76.3801,76.596
12/08/2010,S FRANC,75.7351,75.6294,75.8408
12/08/2010,JPY(100),93.8008,93.6773,93.9244
12/08/2010,SW KRONER,10.9285,10.9081,10.949
12/08/2010,NOR KRONER,12.9936,12.9746,13.0126
12/08/2010,DAN KRONER,13.8584,13.8398,13.8769
12/08/2010,IND RUPEE,1.706,1.7038,1.7082
12/08/2010,HONGKONG $,10.3062,10.2934,10.3191
12/08/2010,SINGAPORE $,58.7795,58.6852,58.8737
12/08/2010,SAUDI RIYAL,21.3441,21.3151,21.3732
12/08/2010,CHINESE YUAN,11.8158,11.7999,11.8316
12/08/2010,AUSTRALIAN $,71.8492,71.7496,71.9487
13/08/2010,US DOLLAR,80.3983,80.3011,80.4956
13/08/2010,STG POUND,125.634,125.462,125.805
13/08/2010,EURO,103.547,103.407,103.687
13/08/2010,SA RAND,11.044,11.016,11.0719
13/08/2010,KES/USHS,27.5256,27.4301,27.621
13/08/2010,KES/TSHS,18.6883,18.6346,18.742
13/08/2010,AE DIRHAM,21.8899,21.8625,21.9173
13/08/2010,CAN $,77.4322,77.3193,77.5451
13/08/2010,S FRANC,76.5746,76.4548,76.6944
13/08/2010,JPY(100),93.3529,93.204,93.5018
13/08/2010,SW KRONER,10.922,10.9058,10.9381
13/08/2010,NOR KRONER,13.1039,13.0857,13.1221
13/08/2010,DAN KRONER,13.9035,13.8862,13.9208
13/08/2010,IND RUPEE,1.726,1.7237,1.7283
13/08/2010,HONGKONG $,10.3485,10.3358,10.3611
13/08/2010,SINGAPORE $,59.1992,59.1058,59.2925
13/08/2010,SAUDI RIYAL,21.439,21.4125,21.4655
13/08/2010,CHINESE YUAN,11.8438,11.8288,11.8589
13/08/2010,AUSTRALIAN $,72.5796,72.4798,72.6794
16/08/2010,S FRANC,76.8489,76.7391,76.9587
16/08/2010,JPY(100),93.7116,93.6024,93.8207
16/08/2010,SW KRONER,10.8151,10.7968,10.8334
16/08/2010,NOR KRONER,13.0277,13.0055,13.0499
16/08/2010,DAN KRONER,13.8301,13.8125,13.8478
16/08/2010,IND RUPEE,1.7209,1.7188,1.723
16/08/2010,HONGKONG $,10.3479,10.3372,10.3586
16/08/2010,SINGAPORE $,59.0158,58.9297,59.102
16/08/2010,SAUDI RIYAL,21.4447,21.422,21.4674
16/08/2010,CHINESE YUAN,11.8231,11.8106,11.8357
16/08/2010,AUSTRALIAN $,71.8882,71.7908,71.9856
16/08/2010,US DOLLAR,80.4208,80.3389,80.5028
16/08/2010,STG POUND,125.682,125.534,125.831
16/08/2010,EURO,102.997,102.871,103.122
16/08/2010,SA RAND,11.0124,10.975,11.0497
16/08/2010,KES/USHS,27.5427,27.4525,27.6329
